#
#
#    SSP-models of Ca4227 with variable calcium abundance
#    The impact on the other indices can be neglected
#    Note also that Ca4227 is insensitive to alpha/Fe ratio changes
#    (models with [a/Fe]=0 provided here)
#
#    Maraston C., 1998, MNRAS, 300, 872
#    Thomas D., Maraston C., Bender R., 2003, MNRAS, 339, 897, astro-ph/0209250
#    
#    Contact: Daniel Thomas (daniel.thomas@port.ac.uk)
#             Claudia Maraston (claudia.maraston@port.ac.uk)
#
#	      www.dsg.port.ac.uk/~thomasd/tmb
#				      
#
#     age        [Z/H]    [alpha/Fe] [a/Ca]=-0.1  [a/Ca]=0.2  [a/Ca]=0.5
#      1           2           3           4           5           6    
#
#
   1.000E+00  -2.250E+00   0.000E+00  -3.963E-01  -4.728E-01  -5.203E-01  
   2.000E+00  -2.250E+00   0.000E+00  -2.030E-01  -2.088E-01  -2.205E-01  
   3.000E+00  -2.250E+00   0.000E+00  -1.035E-01  -1.301E-01  -1.500E-01  
   4.000E+00  -2.250E+00   0.000E+00  -3.190E-02  -6.351E-02  -8.458E-02  
   5.000E+00  -2.250E+00   0.000E+00   3.116E-02  -4.309E-03  -2.609E-02  
   6.000E+00  -2.250E+00   0.000E+00   7.977E-02   4.501E-02   2.418E-02  
   7.000E+00  -2.250E+00   0.000E+00   1.331E-01   8.632E-02   5.690E-02  
   8.000E+00  -2.250E+00   0.000E+00   1.647E-01   1.149E-01   8.130E-02  
   9.000E+00  -2.250E+00   0.000E+00   1.842E-01   1.353E-01   9.977E-02  
   1.000E+01  -2.250E+00   0.000E+00   1.924E-01   1.474E-01   1.118E-01  
   1.100E+01  -2.250E+00   0.000E+00   1.845E-01   1.509E-01   1.189E-01  
   1.200E+01  -2.250E+00   0.000E+00   1.751E-01   1.530E-01   1.246E-01  
   1.300E+01  -2.250E+00   0.000E+00   2.025E-01   1.728E-01   1.394E-01  
   1.400E+01  -2.250E+00   0.000E+00   2.475E-01   2.126E-01   1.756E-01  
   1.500E+01  -2.250E+00   0.000E+00   2.705E-01   2.231E-01   1.792E-01  
   1.000E+00  -1.350E+00   0.000E+00   4.738E-02  -1.395E-01  -2.572E-01  
