#
#
#    alpha/Fe-enhanced SSP-models with carbon enhancement
#    Citrogen additionally enhanced by 30 per cent -> fits better CN1, CN2, 
#    Ca4227 of globular clusters (the fit to the other indices is unchanged)
#
#    Maraston C., 1998, MNRAS, 300, 872
#    Thomas D., Maraston C., Bender R., 2003, MNRAS, 339, 897, astro-ph/0209250
#    
#    Contact: Daniel Thomas (daniel.thomas@port.ac.uk)
#             Claudia Maraston (claudia.maraston@port.ac.uk)
#
#	      www.dsg.port.ac.uk/~thomasd/tmb
#
#
#     age        [Z/H]    [alpha/Fe]      CN1         CN2       Ca4227       G4300      C24668       Mg1   
#      1           2           3           4           5          6            7          8           9 
#
   1.000E+00  -2.250E+00   0.000E+00  -2.420E-01  -1.370E-01  -4.584E-01  -4.264E+00   2.454E+00   1.694E-02
   2.000E+00  -2.250E+00   0.000E+00  -1.949E-01  -1.165E-01  -2.048E-01  -2.342E+00   1.254E+00   7.687E-03
   3.000E+00  -2.250E+00   0.000E+00  -1.810E-01  -1.112E-01  -1.234E-01  -1.824E+00   9.541E-01   5.119E-03
   4.000E+00  -2.250E+00   0.000E+00  -1.684E-01  -1.059E-01  -5.664E-02  -1.439E+00   6.893E-01   3.334E-03
   5.000E+00  -2.250E+00   0.000E+00  -1.564E-01  -1.005E-01   2.509E-03  -1.058E+00   4.836E-01   2.435E-03
   6.000E+00  -2.250E+00   0.000E+00  -1.434E-01  -9.317E-02   5.121E-02  -7.289E-01   3.257E-01   1.229E-03
   7.000E+00  -2.250E+00   0.000E+00  -1.346E-01  -8.955E-02   9.576E-02  -4.504E-01   1.938E-01   1.957E-03
   8.000E+00  -2.250E+00   0.000E+00  -1.252E-01  -8.449E-02   1.261E-01  -3.081E-01   9.784E-02   2.580E-03
   9.000E+00  -2.250E+00   0.000E+00  -1.184E-01  -8.081E-02   1.473E-01  -2.556E-01   8.412E-03   3.275E-03
   1.000E+01  -2.250E+00   0.000E+00  -1.158E-01  -7.902E-02   1.595E-01  -2.785E-01  -3.748E-02   3.952E-03
   1.100E+01  -2.250E+00   0.000E+00  -1.136E-01  -7.764E-02   1.619E-01  -4.132E-01  -9.619E-02   5.232E-03
   1.200E+01  -2.250E+00   0.000E+00  -1.122E-01  -7.659E-02   1.627E-01  -5.333E-01  -1.250E-01   6.538E-03
   1.300E+01  -2.250E+00   0.000E+00  -1.090E-01  -7.539E-02   1.846E-01  -4.226E-01  -1.310E-01   9.238E-03
   1.400E+01  -2.250E+00   0.000E+00  -1.055E-01  -7.362E-02   2.263E-01  -1.975E-01  -1.906E-01   1.079E-02
   1.500E+01  -2.250E+00   0.000E+00  -1.053E-01  -7.226E-02   2.394E-01  -9.781E-02  -6.288E-02   1.098E-02
   1.000E+00  -1.350E+00   0.000E+00  -1.563E-01  -7.820E-02  -9.827E-02  -1.139E+00   5.711E-01   1.792E-02
   2.000E+00  -1.350E+00   0.000E+00  -1.512E-01  -8.061E-02   4.383E-02  -6.498E-01   4.845E-01   1.869E-02
   3.000E+00  -1.350E+00   0.000E+00  -1.367E-01  -7.324E-02   1.291E-01  -5.610E-02   5.028E-01   1.860E-02
   4.000E+00  -1.350E+00   0.000E+00  -1.189E-01  -6.253E-02   2.023E-01   5.416E-01   5.454E-01   1.981E-02
   5.000E+00  -1.350E+00   0.000E+00  -1.020E-01  -5.189E-02   2.641E-01   1.106E+00   5.849E-01   2.143E-02
   6.000E+00  -1.350E+00   0.000E+00  -9.053E-02  -4.500E-02   3.103E-01   1.494E+00   5.672E-01   2.350E-02
   7.000E+00  -1.350E+00   0.000E+00  -8.005E-02  -3.795E-02   3.483E-01   1.825E+00   6.253E-01   2.492E-02
   8.000E+00  -1.350E+00   0.000E+00  -7.426E-02  -3.450E-02   3.746E-01   1.991E+00   6.098E-01   2.629E-02
   9.000E+00  -1.350E+00   0.000E+00  -6.723E-02  -2.993E-02   4.024E-01   2.184E+00   6.127E-01   2.803E-02
   1.000E+01  -1.350E+00   0.000E+00  -6.183E-02  -2.654E-02   4.227E-01   2.334E+00   5.496E-01   2.952E-02
   1.100E+01  -1.350E+00   0.000E+00  -5.855E-02  -2.425E-02   4.304E-01   2.353E+00   5.450E-01   3.017E-02
   1.200E+01  -1.350E+00   0.000E+00  -5.641E-02  -2.267E-02   4.383E-01   2.368E+00   4.705E-01   3.081E-02
   1.300E+01  -1.350E+00   0.000E+00  -6.441E-02  -2.801E-02   4.320E-01   2.144E+00   3.994E-01   3.022E-02
   1.400E+01  -1.350E+00   0.000E+00  -7.979E-02  -3.757E-02   4.122E-01   1.700E+00   2.955E-01   3.042E-02
   1.500E+01  -1.350E+00   0.000E+00  -8.611E-02  -4.128E-02   4.020E-01   1.506E+00   2.686E-01   3.268E-02
   1.000E+00  -3.300E-01   0.000E+00  -7.966E-02  -2.156E-02   3.098E-01   1.592E+00   3.816E+00   5.766E-02
   2.000E+00  -3.300E-01   0.000E+00  -3.429E-02   1.095E-02   5.210E-01   3.168E+00   5.064E+00   7.137E-02
   3.000E+00  -3.300E-01   0.000E+00  -1.946E-02   2.172E-02   6.068E-01   3.727E+00   5.484E+00   7.742E-02
   4.000E+00  -3.300E-01   0.000E+00  -7.884E-03   3.025E-02   6.648E-01   4.123E+00   5.691E+00   8.158E-02
   5.000E+00  -3.300E-01   0.000E+00  -1.284E-03   3.485E-02   7.036E-01   4.366E+00   5.765E+00   8.364E-02
   6.000E+00  -3.300E-01   0.000E+00   2.757E-03   3.709E-02   7.389E-01   4.560E+00   5.799E+00   8.606E-02
   7.000E+00  -3.300E-01   0.000E+00   7.855E-03   4.103E-02   7.707E-01   4.739E+00   5.891E+00   8.859E-02
   8.000E+00  -3.300E-01   0.000E+00   1.121E-02   4.340E-02   7.972E-01   4.874E+00   5.949E+00   9.105E-02
   9.000E+00  -3.300E-01   0.000E+00   1.519E-02   4.634E-02   8.242E-01   5.008E+00   6.039E+00   9.267E-02
   1.000E+01  -3.300E-01   0.000E+00   2.140E-02   5.169E-02   8.534E-01   5.178E+00   6.214E+00   9.729E-02
   1.100E+01  -3.300E-01   0.000E+00   2.648E-02   5.607E-02   8.752E-01   5.308E+00   6.337E+00   1.008E-01
   1.200E+01  -3.300E-01   0.000E+00   3.052E-02   5.914E-02   8.909E-01   5.416E+00   6.398E+00   1.031E-01
   1.300E+01  -3.300E-01   0.000E+00   3.327E-02   6.191E-02   9.042E-01   5.483E+00   6.512E+00   1.061E-01
   1.400E+01  -3.300E-01   0.000E+00   3.412E-02   6.303E-02   9.145E-01   5.508E+00   6.534E+00   1.101E-01
   1.500E+01  -3.300E-01   0.000E+00   3.657E-02   6.520E-02   9.246E-01   5.561E+00   6.582E+00   1.138E-01
   1.000E+00   0.000E+00   0.000E+00  -6.964E-02  -1.393E-02   4.471E-01   2.062E+00   5.739E+00   6.980E-02
   2.000E+00   0.000E+00   0.000E+00   8.705E-03   4.965E-02   7.082E-01   4.265E+00   7.999E+00   1.040E-01
   3.000E+00   0.000E+00   0.000E+00   4.763E-02   8.537E-02   8.009E-01   5.020E+00   9.295E+00   1.189E-01
   4.000E+00   0.000E+00   0.000E+00   5.723E-02   9.334E-02   8.586E-01   5.316E+00   9.520E+00   1.249E-01
