#
#
#    alpha/Fe-enhanced SSP-models with nitrogen enhancement
#    Nitrogen additionally enhanced by factor 3 -> fits better CN1, CN2, 
#    Ca4227 of globular clusters (the fit to the other indices is unchanged)
#
#    Maraston C., 1998, MNRAS, 300, 872
#    Thomas D., Maraston C., Bender R., 2003, MNRAS, 339, 897, astro-ph/0209250
#    
#    Contact: Daniel Thomas (daniel.thomas@port.ac.uk)
#             Claudia Maraston (claudia.maraston@port.ac.uk)
#
#	      www.dsg.port.ac.uk/~thomasd/tmb
#
#
#     age        [Z/H]    [alpha/Fe]      CN1         CN2         Ca4227 
#      1           2           3           4           5           6     
#
#
   1.000E+00  -2.250E+00   0.000E+00  -2.328E-01  -1.274E-01  -4.491E-01 
   2.000E+00  -2.250E+00   0.000E+00  -1.882E-01  -1.102E-01  -2.044E-01 
   3.000E+00  -2.250E+00   0.000E+00  -1.752E-01  -1.060E-01  -1.195E-01 
   4.000E+00  -2.250E+00   0.000E+00  -1.629E-01  -1.012E-01  -5.088E-02 
   5.000E+00  -2.250E+00   0.000E+00  -1.511E-01  -9.614E-02   1.003E-02 
   6.000E+00  -2.250E+00   0.000E+00  -1.384E-01  -8.940E-02   5.986E-02 
   7.000E+00  -2.250E+00   0.000E+00  -1.295E-01  -8.561E-02   1.055E-01 
   8.000E+00  -2.250E+00   0.000E+00  -1.200E-01  -8.059E-02   1.359E-01 
   9.000E+00  -2.250E+00   0.000E+00  -1.132E-01  -7.692E-02   1.569E-01 
   1.000E+01  -2.250E+00   0.000E+00  -1.104E-01  -7.499E-02   1.687E-01 
   1.100E+01  -2.250E+00   0.000E+00  -1.079E-01  -7.337E-02   1.697E-01 
   1.200E+01  -2.250E+00   0.000E+00  -1.063E-01  -7.206E-02   1.692E-01 
   1.300E+01  -2.250E+00   0.000E+00  -1.025E-01  -7.012E-02   1.919E-01 
   1.400E+01  -2.250E+00   0.000E+00  -9.773E-02  -6.709E-02   2.307E-01 
   1.500E+01  -2.250E+00   0.000E+00  -9.704E-02  -6.539E-02   2.451E-01 
   1.000E+00  -1.350E+00   0.000E+00  -1.442E-01  -6.483E-02  -8.223E-02 
   2.000E+00  -1.350E+00   0.000E+00  -1.409E-01  -6.965E-02   5.100E-02 
   3.000E+00  -1.350E+00   0.000E+00  -1.270E-01  -6.285E-02   1.384E-01 
   4.000E+00  -1.350E+00   0.000E+00  -1.093E-01  -5.209E-02   2.136E-01 
   5.000E+00  -1.350E+00   0.000E+00  -9.224E-02  -4.128E-02   2.777E-01 
   6.000E+00  -1.350E+00   0.000E+00  -8.088E-02  -3.473E-02   3.257E-01 
   7.000E+00  -1.350E+00   0.000E+00  -7.016E-02  -2.729E-02   3.651E-01 
   8.000E+00  -1.350E+00   0.000E+00  -6.429E-02  -2.378E-02   3.920E-01 
   9.000E+00  -1.350E+00   0.000E+00  -5.709E-02  -1.912E-02   4.210E-01 
   1.000E+01  -1.350E+00   0.000E+00  -5.133E-02  -1.555E-02   4.423E-01 
   1.100E+01  -1.350E+00   0.000E+00  -4.781E-02  -1.306E-02   4.501E-01 
   1.200E+01  -1.350E+00   0.000E+00  -4.564E-02  -1.153E-02   4.584E-01 
   1.300E+01  -1.350E+00   0.000E+00  -5.436E-02  -1.740E-02   4.515E-01 
   1.400E+01  -1.350E+00   0.000E+00  -7.085E-02  -2.784E-02   4.294E-01 
   1.500E+01  -1.350E+00   0.000E+00  -7.733E-02  -3.200E-02   4.194E-01 
   1.000E+00  -3.300E-01   0.000E+00  -6.572E-02  -5.451E-03   3.270E-01 
   2.000E+00  -3.300E-01   0.000E+00  -1.871E-02   2.903E-02   5.389E-01 
   3.000E+00  -3.300E-01   0.000E+00  -3.555E-03   4.029E-02   6.271E-01 
   4.000E+00  -3.300E-01   0.000E+00   8.294E-03   4.922E-02   6.869E-01 
   5.000E+00  -3.300E-01   0.000E+00   1.496E-02   5.393E-02   7.267E-01 
   6.000E+00  -3.300E-01   0.000E+00   1.893E-02   5.608E-02   7.629E-01 
   7.000E+00  -3.300E-01   0.000E+00   2.406E-02   6.011E-02   7.959E-01 
   8.000E+00  -3.300E-01   0.000E+00   2.741E-02   6.250E-02   8.233E-01 
   9.000E+00  -3.300E-01   0.000E+00   3.144E-02   6.550E-02   8.515E-01 
   1.000E+01  -3.300E-01   0.000E+00   3.786E-02   7.115E-02   8.827E-01 
   1.100E+01  -3.300E-01   0.000E+00   4.309E-02   7.574E-02   9.062E-01 
   1.200E+01  -3.300E-01   0.000E+00   4.719E-02   7.886E-02   9.235E-01 
   1.300E+01  -3.300E-01   0.000E+00   4.995E-02   8.170E-02   9.381E-01 
   1.400E+01  -3.300E-01   0.000E+00   5.062E-02   8.266E-02   9.498E-01 
   1.500E+01  -3.300E-01   0.000E+00   5.315E-02   8.489E-02   9.617E-01 
   1.000E+00   0.000E+00   0.000E+00  -5.706E-02   8.593E-04   4.579E-01 
   2.000E+00   0.000E+00   0.000E+00   2.506E-02   6.934E-02   7.256E-01 
   3.000E+00   0.000E+00   0.000E+00   6.657E-02   1.083E-01   8.260E-01 
   4.000E+00   0.000E+00   0.000E+00   7.658E-02   1.168E-01   8.858E-01 
   5.000E+00   0.000E+00   0.000E+00   8.872E-02   1.282E-01   9.397E-01 
   6.000E+00   0.000E+00   0.000E+00   9.851E-02   1.376E-01   9.800E-01 
   7.000E+00   0.000E+00   0.000E+00   1.004E-01   1.385E-01   1.004E+00 
   8.000E+00   0.000E+00   0.000E+00   1.004E-01   1.381E-01   1.028E+00 
   9.000E+00   0.000E+00   0.000E+00   1.061E-01   1.439E-01   1.060E+00 
   1.000E+01   0.000E+00   0.000E+00   1.083E-01   1.462E-01   1.087E+00 
   1.100E+01   0.000E+00   0.000E+00   1.151E-01   1.535E-01   1.117E+00 
   1.200E+01   0.000E+00   0.000E+00   1.208E-01   1.596E-01   1.143E+00 
   1.300E+01   0.000E+00   0.000E+00   1.263E-01   1.651E-01   1.167E+00 
   1.400E+01   0.000E+00   0.000E+00   1.310E-01   1.702E-01   1.190E+00 
   1.500E+01   0.000E+00   0.000E+00   1.359E-01   1.757E-01   1.212E+00 
   1.000E+00   3.500E-01   0.000E+00   1.319E-02   6.532E-02   7.236E-01 
   2.000E+00   3.500E-01   0.000E+00   1.006E-01   1.470E-01   9.652E-01 
   3.000E+00   3.500E-01   0.000E+00   1.154E-01   1.584E-01   1.055E+00 
   4.000E+00   3.500E-01   0.000E+00   1.327E-01   1.749E-01   1.139E+00 
   5.000E+00   3.500E-01   0.000E+00   1.415E-01   1.831E-01   1.200E+00 
   6.000E+00   3.500E-01   0.000E+00   1.520E-01   1.943E-01   1.251E+00 
   7.000E+00   3.500E-01   0.000E+00   1.557E-01   1.973E-01   1.284E+00 
   8.000E+00   3.500E-01   0.000E+00   1.586E-01   2.004E-01   1.327E+00 
   9.000E+00   3.500E-01   0.000E+00   1.621E-01   2.041E-01   1.355E+00 
   1.000E+01   3.500E-01   0.000E+00   1.691E-01   2.125E-01   1.395E+00 
   1.100E+01   3.500E-01   0.000E+00   1.777E-01   2.225E-01   1.442E+00 
   1.200E+01   3.500E-01   0.000E+00   1.854E-01   2.316E-01   1.480E+00 
   1.300E+01   3.500E-01   0.000E+00   1.940E-01   2.408E-01   1.517E+00 
   1.400E+01   3.500E-01   0.000E+00   1.996E-01   2.473E-01   1.555E+00 
   1.500E+01   3.500E-01   0.000E+00   2.070E-01   2.567E-01   1.586E+00 
   1.000E+00   6.700E-01   0.000E+00  -2.031E-03   4.263E-02   8.328E-01 
   2.000E+00   6.700E-01   0.000E+00   7.871E-02   1.177E-01   1.153E+00 
   3.000E+00   6.700E-01   0.000E+00   1.445E-01   1.863E-01   1.393E+00 
   4.000E+00   6.700E-01   0.000E+00   1.893E-01   2.345E-01   1.540E+00 
   5.000E+00   6.700E-01   0.000E+00   2.009E-01   2.471E-01   1.566E+00 
   6.000E+00   6.700E-01   0.000E+00   2.134E-01   2.617E-01   1.607E+00 
   7.000E+00   6.700E-01   0.000E+00   2.245E-01   2.738E-01   1.654E+00 
   8.000E+00   6.700E-01   0.000E+00   2.378E-01   2.891E-01   1.719E+00 
   9.000E+00   6.700E-01   0.000E+00   2.529E-01   3.068E-01   1.799E+00 
   1.000E+01   6.700E-01   0.000E+00   2.696E-01   3.270E-01   1.900E+00 
   1.100E+01   6.700E-01   0.000E+00   2.860E-01   3.468E-01   1.953E+00 
   1.200E+01   6.700E-01   0.000E+00   3.050E-01   3.694E-01   2.013E+00 
   1.300E+01   6.700E-01   0.000E+00   3.289E-01   3.962E-01   2.066E+00 
   1.400E+01   6.700E-01   0.000E+00   3.582E-01   4.294E-01   2.101E+00 
   1.500E+01   6.700E-01   0.000E+00   3.736E-01   4.487E-01   2.133E+00 
   1.000E+00  -2.250E+00   3.000E-01  -2.298E-01  -1.249E-01  -4.521E-01 
   2.000E+00  -2.250E+00   3.000E-01  -1.873E-01  -1.099E-01  -2.081E-01 
   3.000E+00  -2.250E+00   3.000E-01  -1.745E-01  -1.061E-01  -1.201E-01 
   4.000E+00  -2.250E+00   3.000E-01  -1.622E-01  -1.014E-01  -4.820E-02 
   5.000E+00  -2.250E+00   3.000E-01  -1.503E-01  -9.626E-02   1.610E-02 
   6.000E+00  -2.250E+00   3.000E-01  -1.376E-01  -8.962E-02   6.905E-02 
   7.000E+00  -2.250E+00   3.000E-01  -1.284E-01  -8.559E-02   1.132E-01 
   8.000E+00  -2.250E+00   3.000E-01  -1.187E-01  -8.038E-02   1.427E-01 
   9.000E+00  -2.250E+00   3.000E-01  -1.117E-01  -7.655E-02   1.627E-01 
   1.000E+01  -2.250E+00   3.000E-01  -1.086E-01  -7.440E-02   1.742E-01 
   1.100E+01  -2.250E+00   3.000E-01  -1.058E-01  -7.251E-02   1.747E-01 
   1.200E+01  -2.250E+00   3.000E-01  -1.039E-01  -7.098E-02   1.738E-01 
   1.300E+01  -2.250E+00   3.000E-01  -9.973E-02  -6.855E-02   1.965E-01 
   1.400E+01  -2.250E+00   3.000E-01  -9.501E-02  -6.550E-02   2.262E-01 
   1.500E+01  -2.250E+00   3.000E-01  -9.400E-02  -6.355E-02   2.403E-01 
   1.000E+00  -1.350E+00   3.000E-01  -1.408E-01  -6.132E-02  -9.429E-02 
   2.000E+00  -1.350E+00   3.000E-01  -1.388E-01  -6.756E-02   3.839E-02 
   3.000E+00  -1.350E+00   3.000E-01  -1.251E-01  -6.104E-02   1.274E-01 
